created_at,tweet,label
2019-02-27 00:41:56, لجين الهذلول حره لانها تحط راسها براس النظام السعودي هم في الكويت يحرض ,offensive
2019-02-27 16:24:32,اقضوا علي الاصلاح ينتهي الحوثي تلقائياً فالذباب دائماً ياتي من القمامه فان احرقت القمامه اختفي الذباب من اقوال ,offensive
2019-02-27 14:49:43, ثانيا ادري ان اسقاط الولايه في كثير محتاجينه لكن ماتجي معتوه مثل سلوي تكلم فيه بكل ,offensive
2019-02-27 00:30:37, علي طاري ابن وطن تري كثير ابناء وطن وخانوا وطنهم علي سبيل المثال نمر النمر ,offensive
2019-02-17 00:00:00,تركي ال الشيخ قوي الشر تريد ايقاف عجله نمو يقودها الرئيس السيسي ,offensive
2019-02-01 12:06:47,في زمن العاهر محمد بن سلمان يدعو العاهرات لغناء في مكه هل في عاقل من اهل مكه يمنع هذا ,offensive
2019-02-27 16:24:19, انت تستزي في اهالي نجران تقول يقصفونكم الحوثين و قلتلي يربيك الحوثي و سوف اتخذ الاجراء الازم,offensive
2019-02-27 14:44:10,يبون علاقه مع اسرائيل وهم يشوفون اسقاط الولايه يهد امنهم القومي 🤷🏻‍♂️ ,offensive
2019-02-27 14:41:10,الحين البنات شدخلهم مساكين محبوسات بالبيت يبون اسقاط الولايه سهيل يقول يحب اسرائيل هم يصيرون السب ليش ,offensive
2019-02-26 21:13:52, ان ليش يا خديجه تسوين رتويت حق تغريده كرباج الي عن الوافدين وانتي اصلاً حاطه صوره لجين الهذلول ومتبنيه قض ,offensive
2019-02-16 20:36:40,هل يتجرا محمد بن سلمان علي تصديق حكم الاعدام علي الداعيه سلمان العوده ,offensive
2019-02-05 03:24:33, الملحده رهف باله وش تفهموها مغسوله دماغين واله لو ترفسوها رفس ماتنفع لن هاذي ماعندها غيره ماعند ,offensive
2019-02-16 20:30:40, اله يحشرك مع قاتل خاشقجي و احمد العماري وساجن سلمان العوده معه يوم القيامه,offensive
2019-03-01 22:53:56, اليبراليه عرابه النسويات والساقطين بمطالبها السخيفه لاتخدم الا اعداء السعوديه العظمي,offensive
2019-02-26 20:57:24, يا خايبكو المتنمرين كشفو الصحوه من فكرهم و كانت حجه المغردين ادله واضحه مثل محبوب ,offensive
2019-02-02 20:13:03,موتوا قهر ياكلاب عاشت قطر ويسقط الكلاب ,offensive
2019-03-01 22:53:20, انا ما اتابعه اصلا بس اشوفه كثير بالتايم من متابعيني وخلاص بلكته وارتحت شغله الشاغل بالحياه النسويات ويع,offensive
2019-02-01 11:22:35, يا قناه الخنزيره اوجعكم ولي العهد محمد بن سلمان لما تحق خلال تنصيبه واي العهد من تطور و ازدهار و التفا ,offensive
2019-02-27 14:22:30,سب هروب المراهقات هو الاعلام الهابط الذي يدعم واليبرالين لتحريض البنات علي 1 اسقاط الولايه 2 خلع الحجا,offensive
2019-02-16 18:41:12, انتم اكبر مروجين وداعمين لارهاب فتعاملكم مع شعبكم وما تفعلوه في اليمن وما تمارسوه ضد قطر ,offensive
2019-02-26 20:33:01, سنغتصبك ونقتلك ونقطعك ونضعك في نظام الصرف الصحي قال سعود القحطاني ل لجين الهذلول,offensive
2019-03-01 22:50:55, صراحه قرت اني اقرا واسمع واحل اراء النسويات الي مرو علي واتضح لي انه كل الي تبونه مقحب ,offensive
2019-02-27 16:19:49, كلام جميل جدا اتفق معك الحكومه خارج البلاد والعدو الحوثي داخل البلاد يعبث بها ولو كانت الشرعيه هي الاقوي ,offensive
2019-02-02 20:12:53,قطر اليابان الشعوب التي تقبل علي انفسها ان تكون شعوب مرتزقه لمن يدفع اكثر لا تستحق الاحترام 😏 ,offensive
2019-02-27 16:19:25,قطر يصلنا منها كل شي خبيث في اليمن ذهب الرئيس بنفسه سابقا من اجل منحه مليار بدايه الازمه وعندما عقد موتمر المانحي ,offensive
2019-02-27 16:19:02, الخوف لايوصل هذا الدعم السخي لايادي عصابات الحوثي القتله المجرمين قطاع الطرق تار العصر,offensive
2019-02-26 19:09:29, لم توانا ملكه الشيطان الاعور السعودي من تدمير الدول العربيه والاسلاميه وقتل شعوبها وتصدير الارها ,offensive
2019-02-04 10:30:40,رهف القنون من سناب رهف تعترف ان هناك عده اشخاص يغردون عبر حسابها في تويتر هذه الحريه الكنديه استغلال المهاجرين و ,offensive
2019-02-27 16:18:56, قطر وتركيا وايران كلهم يدعمون الحوثي وهم يسعون لتمزيق اليمن,offensive
2019-02-26 18:55:08, مبس يقول يحق لصين ان تضع المسلمين في المعتقلات العسكريه هذا هو ولي عهد الملكه المسؤول عن مكه المكرمه وا ,offensive
2019-02-04 09:59:48, هيئه الترفيه دام فيه هيئه ترفيه بهذا الشكل والشاكله فعلي الدنيا السلام سنقع وسنهزم وستضيع قوتنا ومكانتنا,offensive
2019-02-02 20:12:48, لا تصير وصي علئ الناس اشغلتونا بالسياسه لا بارك اله فيها قال ابارك لشعب قطر ما قال ,offensive
2019-03-01 22:47:56, مع كل الاتهامات عليه اخونجي قطري مو سعودي يكفي منه هذا المقطع ولا زال مستمر ب ,offensive
2019-02-04 09:51:08,هذا نتيجه دعوه هيئه الترفيه لهؤلاء الخنازير ثم رجعوا ليضحكوا الناس علينا 👇🏼👇🏼 ,offensive
2019-02-01 09:11:11, كذابين وزبالين هذي مو سعوديه هذي زباله مستاجره ترمون قذارتكم فيها بناتنا معزات مكرمات مو زي هذي ال ,offensive
2019-03-01 22:46:07,ازق نوعيتين بتويتر والحياه النسويات والطعوس,offensive
2019-02-26 18:39:24, الي يمثل هذا عرفته ه كان سواق لجين الهذلول ويجيبلهم عشا ه اخس ياطقعان,offensive
2019-02-27 12:45:13, كلام من ذهب اوجعهم كلام الامير واوجعتهم الحقيقه اشوف اذناب اسقاط الولايه ينابحون بالمنشن 😂,offensive
2019-03-01 22:41:54,احلي شيء بالويكند الواحد يستمتع بصياحكم حسيتوا ان الموضوع قرب خلاص خايفين علي سلطتكم يالذكور 😂 حابه اقولكم ستسقط 😎 قطع شريان النسويات,offensive
2019-02-26 15:39:06, اذا كان المجرم ابو منشار هو من يعين القاضي فلن تحصل البطله لجين الهذلول علي حقها,offensive
2019-02-27 12:38:37, الردع المطلوب هو لشريان وبرامجه التي جعلت من بلدنا بلد متخلف يباع فيه المخدرات ,offensive
2019-02-16 02:48:27,Help انقذو سلمان العوده ليس كل من يعبر عن رايه بصراحه خائن الخائن الحقيقي الشعب الجاهل الغير واعي لما ينجرف ,offensive
2019-02-27 16:17:11,الشرعيه تحارب الانتقالي علي محسن يحارب الانتقالي اخوان اليمن يحاربون الانتقالي مرتزقه الاعلام يحاربون الانتقالي قو ,offensive
2019-03-01 22:40:52,مزعج النسويات الان انهم جايبين مطوع وملتحي 😂 بس مازعجكم داود الشريان يوم جاب ملحده النسويه في ياهلا,offensive
2019-02-27 12:33:07, واله مالومك ترفض اسقاط الولايه لانها ساقطه عن حريمكم يروحون ويجون بكيفهم ويسافرون لكن نجي لمواطنات وتستلعنون,offensive
2019-02-16 02:02:37,حفظنا مواقفك المشرفه في قلوبنا قبل ذاكرتنا ستكون انت في قم كتب التاريح وهم في مزابلها لا عاش من يريد قتلك ولا عا ,offensive
2019-03-01 22:40:27,مجرد بوق ليبرالي ينفث سمومه في المجتمع السعودي المحافظ قطع شريان النسويات,offensive
2019-01-31 03:24:29, هناك كلاب اجانب وسعودين وسعوديات امثال الحضرميه بارعيده يزينون لافال مثل رهف رومانسيه العيشه في بلا ,offensive
2019-02-04 06:56:41,يا هيئه الترفيه خسئتم قال صادق الوعد سبحانه ومكروا ومكر اله واله خير الماكرين سنستدرجهم من حيث لا يعلمون ,offensive
2019-02-27 16:15:50, رب الحوثي الي لعن اسلافك وطرك نصين😂,offensive
2019-02-02 20:12:35, عاد انتي ياحماله الحطب ياحبج لفتنه 😂 لا تعب نفسك اهل قطر ردو عليه قبل لاتزيد النار حط ,offensive
2019-02-26 15:36:50, في زمن مبس اصبح الباطل حلال والحق حرام حسبي اله ونعم الوكيل الحريه لناشطه لجين الهذلول,offensive
2019-02-15 21:13:09,الحريه لداعيه سلمان العوده ولجميع المعتقلات والمعتقلين بسجون الامير محمد بن سلمان السعوديه سجن كبير ,offensive
2019-02-04 06:18:47,حسبنا اله ونعم الوكيل الهم الي متي وهذه الهيئه تستبيح المحرمات في بلادنا سوف تسالون عنها وتحاسبون عن كل من حضر وش ,offensive
2019-01-30 05:22:03,ادركوالوطن قبل ان تغرق السفينه الخرف اليبرالي تركي الحمد لقناهالامريكيه الحره قصقصوا اجنحهرجال الدين واسقطوامكا ,offensive
2019-02-27 16:15:35,الام المتحده تفضح الحوثي بعداربع سنوات عرفت الام المتحده ان مليشيات الحوثي هي مليشيات ارهابيهتماثل حزب الشيطان ف ,offensive
2019-02-01 09:28:57,شبكه CN الامريكيه محمد بن سلمان يتصرف كالمخمور الذي يرتكب المشاكل في ليله صاخبه ثم يستفيق بعد ذلك علي كارثه ,offensive
2019-02-02 20:12:32, اكثر العمانين مرتزقه سوائن يخلونهم يتكلمون ضد دول او مشجعين لدول ارهابيه مقابل فلوس نفس الي صار ف ,offensive
2019-02-26 11:46:11, رايك بالناشطات الحقوقيات رائدات النسويه في الملكه لجين الهذلول منال الشريف عزيزه اليوسف ايمان النفجان بسرعه,offensive
2019-02-01 09:22:16, هم ينتقدون الملكه العربيه السعوديه ليس من اجل ما فيها هم ينتقدون محمد بن سلمان ولكن بطريقه اخوانيه قذره ,offensive
2019-02-26 08:29:59, هذولا ليبرالين اصلا ويتريقون علي المعارضين واحد منهم زوج لجين الهذلول,offensive
2019-02-01 08:59:02,بسب سياسات محمد بن سلمان الكارثيه ول ستريت جورنال شركات اميركيه تشكو من بطء السعوديه في دفع ديونها كثره ال ,offensive
2019-02-02 20:12:27, ياولد الكلب يا ولد الحرام لنا لقاء في بطولات قادمه اقسم بايات اله ماراح نهدك تحمل الي ر ,offensive
2019-02-27 12:18:40,اصبتهم يابو محمد في مقتل عسي عمرك طويل جماعه اسقاط الولايه وجرذان ليبرال اسمع في المنشن اصوات لطم ونباح 🤣✋️ ,offensive
2019-01-29 16:41:36,لم يكتمل الشهر علي رهف وتخلت عنها كندا وعاهراتها الان بدات تشحذ من شبيهاتها بعد ان كانت معزه مكرمه في حضن اسرت ,offensive
2019-02-26 06:01:23,منتدي مسك لاعلام مهم ان يناقش تغيب ابرز المؤثرين قتلا وتقطيعا وسجنا وتعذيباً ونفياً ومطارده ومن العار ان تشارك ,offensive
2019-02-25 23:21:30, الحكومه لما تعامل مع النسويات vs لما تعامل مع الرجل لا يوجد حركه نسويه حقيقيه الموجود حركه تابعه ل ,offensive
2019-02-02 20:12:24, انا سعودي طرق علي خشمك ماشفتك تسب حكام قطر قبل الحصار انت مع الخيل ياشقرا تشوف الناس يسبون تسب معهم,offensive
2019-02-27 12:08:56, يا عبده اله انت في ضلال مبين تدافعين عن حاكم يسلب حريتك ويخدرك باسم الدين اليس لمراه السعوديه ح ,offensive
2019-02-01 08:24:19, ياكثرهم الي محمد بن سلمان يتوطي عليكم ياعيال شريفه ,offensive
2019-02-25 18:54:32, اذا كان المجرم ابو منشار هو من يعين القاضي فلن تحصل البطله لجين الهذلول علي حقها,offensive
2019-01-29 09:15:42, الافكار والحريه حينما تعدي حدود اله هي كفر وعقوق الوالدين منك ظاهر رهف هذا ان كنت تبعين الاسلام ,offensive
2019-02-04 04:21:25,من يستحق السجن الي يخدع الشعب بالكلمات والوعود هيئه الترفيه,offensive
2019-02-25 18:53:40, في زمن مبس اصبح الباطل حلال والحق حرام حسبي اله ونعم الوكيل الحريه لناشطه لجين الهذلول,offensive
2019-02-27 11:25:00,ابالسه البشر بينا وفي محيطنا لن يهدا لهم بال ولا حال حتي يروا تمزق وطنا وتناحر مجتمعنا دعاه اسقاط الولايه من دعاه ,offensive
2019-02-02 20:12:18, افرض رجعوا اختلفوا مع قطر شو بيسوي بنته يسميها قطر بنت الوصخه ه,offensive
2019-02-01 08:05:00,داعشيات نواعم رساله لولي عهدنا محمد بن سلمان من شعبك العظيم اليلك ايها الامير ثقتك بنا جعلتنا نري النور لقد اشعل ,offensive
2019-02-02 20:12:17, ذابحتكم قطر انا اقول اكلي تبن وانطمي والخلا وهذا 👞 علي راسج وراس الي يلبس وزار 😜😂,offensive
2019-02-27 10:54:24, لو نسويه شافتك كان تطالب اسقاط الولايه عنك 😭,offensive
2019-02-27 16:12:25,المؤتمر ضد ايران المجوسيه التي تحتل اربع ذول حربيه ولديها 3 مليشيات مسلحه في امتنا العربيه الحشد,offensive
2019-02-07 16:48:23,راحت رهف لكندا الكل هتك بعرضها وعشانها مرتده و و و تعالو اهتكو بعرض شهد ودافعو عن سماوات السعوديه يلعنكو وين شهد شهد الكلثم,offensive
2019-02-02 20:12:15, في ذمتي حطها قطر سعت بشتي الطرق لتمزيق السعوديه وشق الصف العربي,offensive
2019-02-27 16:12:21, حزب الاصلاح الاخونجي يسعي لصلح والحوار بين حجور والحوثي بطلب من حليفهم الحوثي ومن ضمنهم مجموعه من ال ,offensive
2019-02-25 16:20:13, طيب جيب لي اسم من اسماء الحضر مشارك بالحد الجنوبي كلهم قبلين بدو جيب لي من الحضر بادر بشي ي ,offensive
2019-02-27 10:44:57,التاق كان في زمن الفتن فدفع اليبرالي الديوث وعاهرات اسقاط الولايه المال حتي يتغير لكن هيهات الادعيه والاحاديث مثبته ,offensive
2019-02-07 16:44:09, يمين رهف يبيلك تلفيع😂💙,offensive
2019-02-15 10:11:21, نعم هم كذلك جيش الخائن سلمان العوده,offensive
2019-02-27 16:10:44, قبح اله مشروع عبدالملك زفت الحوثي لماذا هذا التطبيل الحوثي وانت انسان مثقف و مدرك لواقع اليمن من التح ,offensive
2019-02-25 11:52:52, الخبل هذا راح يلحق لجين الهذلول ورواد السفارات اخذته السفاره البريطانيه في الرياض ودوه لندن تذكروا كلامي زين,offensive
2019-02-02 20:12:06,برنامج الحقيقه تقديم يوسف علاونه علي قناه 24 سعودي الفضائيه بعنوان مرتزقه الاعلام القطري وجمال ريان ابن سمسار الا,offensive
2019-02-16 03:48:40,واله راح الوحش وينك ي تركي ال الشيخ من جد بعد م راح طالعوا الاذناب ف عهده مالهم صيت لاكن حسبي اله ونعم الوكيل ,offensive
2019-02-07 16:39:34, هناك حرب علينا تشنه الدويله ضد بناتنا وابناءنا هذي سعود ال ثاني الشهير بسوسو لانه مثلي يحرض علي هروب ,offensive
2019-02-25 10:14:22, مروج ابنتي سمر بدوي مسؤولين في الدوله اوهموها انهما امها وابوها دكتور و دكتوره هو ابليس وهي حيه است ,offensive
2019-02-04 02:11:39,لاحظت اكثر الحسابات الي تحذر من حفل ماريا كاري في جده نسبه كبيره منهم حسابات غير سعوديه ومن دول عندهم بلاوي وانحلا ,offensive
2019-02-02 20:12:05, انت يا الارداني عمر الاحمارات ما توجعنا باعكس قطر كفايه اسمها هزكم هز يا الكلاب اتخسي الانت يا ال ,offensive
2019-02-25 09:41:05,الداعمون هم الصامتون عن المشاركين لهم في تنظيم الجيش السلماني المتسلطين علي المعرفات الوطنيه القديمه يتخادنون في ,offensive
2019-02-27 09:47:28, اصلاً انت شف اكثر من يطالبون بسقاط الولايه اما مويدين لمثلين والملحدين والا من الشواذ الثانين بس ,offensive
2019-02-04 02:05:08,الزاني والزانيه والسارق والسارقه وكذلك القاتل والقاتله من يستحق السجن هيئه الترفيه,offensive
2019-02-02 20:12:05,كل الاعلامين والفنانين والحكام مجنسين عيل وين اهل قطر الاصلين,offensive
2019-02-07 16:34:31, رهف يلقنها ما تقول وتفعل الحكومه الكنديه مثله بوزيره خارجيتها التافه وعميلتهم العجوز الشمطاء وكيله ,offensive
2019-02-02 20:12:04, يارجل نص عسكر قطر سودانه باعو السودان بخشم الريال لاسف الفئه هذي الي انت منهم قاعده تمثل السودان اما ,offensive
2019-02-01 03:55:43,راي لشقيق لجين الهذلول بينما اختي تقبع في السجن يمكن لماريا كاري ان تساعدها من علي المسرح CN Arabic كلام رائع ,offensive
2019-02-25 01:50:04, خاين لو انه خاين تلقاه مع زمره لجين الهذلول ثاني في انسان غبي يروح يقول لسجين ,offensive
2019-02-27 09:21:57, طيب دواعش اسقاط الولايه الي عندنا وش الحل معهم,offensive
2019-03-01 22:12:28, ماطلعوا النسويات الا لما سجنوا من كانوا يعولون عليهم من شيوخ ضلال ومن ليبرالي ,offensive
2019-02-27 16:08:25,لماذالم يتم دحرالمليشيات الحوثيه القذره والمجرمه والعميله لايران وقطروبريطانيا الحوثي في اظعف حالاته ولايستطيع تج ,offensive
2019-02-25 01:44:29, خاين لو انه خاين تلقاه مع زمره لجين الهذلول ثاني في انسان غبي يروح يقول لسجين اهر ,offensive
2019-02-03 23:48:45,هيئه الترفيه من يستحق السجن من يقطع الناس بالمنشار,offensive
2019-03-01 22:11:21, يقولك النسويات داعشيات بعدين يقول يجب قتالهن وقاتلهن شهيد الحين مين الداعشي بالضبط 🤣,offensive
2019-02-15 19:54:00,تركي وناسه يعمل بتوصيه من الدب الداشر لاشغال الشعب اما بالرياضه او بالترفيه علشان ينسوا الوظيفه والسكن والهم والغم ,offensive
2019-02-07 16:26:08,اذا كانت الحريه بقطعه لحم خنزير وكاس نبيذ بمفهوم رهف القنون لوجدنا كل العربيات في اوربا يغطسن في بارات وملاهي او ,offensive
2019-02-24 22:39:56, وبعدين لجين اسمها لجين هذلول عبداله الهذلول وهذا دليل التلفيق والوقاحه,offensive
2019-02-27 16:06:39, كل هذه البلاوي بسب ايران قاتلها اله ايران المجوسيه رافصه مجرمون يسبون اله ورسوله ويلعن ,offensive
2019-02-27 16:06:03, دع عنك الايحائات القبيحه انا لايهمني مستعمر او مستكبر انا اطالب بالحريه لمعتقلين والمختطفين والمسجونين ,offensive
2019-02-03 23:01:40,من قال لك لا تنشر فتاوي هيئه كبار العلماء في هيئه الترفيه بحجه انها شان داخلي فاعلم انه شيطان ظهر لك بصوره انسان ,offensive
2019-02-24 21:19:43,لجين الهذلول لم تكن ايقونه ورمز كانت ناشطه نتشاطر في تايدها او بعدم حماستنا مع نشاطها ان الحكومه بسذاجتها المفرط ,offensive
2019-02-24 20:39:31, اذا ماني غلطان انت تدافع عن لجين الهذلول ام النسويه طيب حلال عليك حرام علي غيرك,offensive
2019-02-02 20:11:41, الخبث طبع قطر ما راح تركه والاعلام المرتزق سلاحها,offensive
2019-02-15 19:19:18, هذا عبث تركي ال الشيخ اله لا يوفقه,offensive
2019-02-03 22:19:55,الي يحرض علي قتل الناس و يتسب في الفوضه من يستحق السجن هيئه الترفيه,offensive
2019-02-02 20:11:32, باين المعني لاتضحكون علينا تقصد قطر صاحبه حق وانتصرت علينا شبعت الكلبه وبدت تنبح,offensive
2019-03-01 22:00:32, نصيحه لا تكلمين علي انك سعوديه انتي من زباله النسويات,offensive
2019-02-15 19:06:30,الاتحاد الرايد وضع المشجع الاتحادي اذا فاز عادت روح الاتحاد اذا انهزم حسبي اله عليك يا تركي ال الشيخ ,offensive
2019-02-03 21:59:48, لا بارك اله فيك وفي اسيادك بني سلول صهاينه العرب اقول خلكم ع ,offensive
2019-03-01 21:58:53,السنع ليس عبوديه لرجل مثل مايروجون له النسويات والتيار النسوي السنع يفيدك انتي ويحسن صورتك بمجتمعك انك انسانه لبق ,offensive
2019-02-27 06:12:23,طيب يا بقره الذكور اقوي من النساء اجل ليش الصياح والحلطمه خلاص اتنازلي عن حقك ولا تطالبي ب اسقاط الولايه وارضي با ,offensive
2019-02-02 20:11:29,متي سيصحو شعب الامارات ليعلم ان معظم العرب صاروا يكرهون شيئ اسمه دوله الامارات ولماذا انحاز العرب ل قطر بالرغم ا ,offensive
2019-02-27 16:03:29, الان حصريا تم نزول الجزء الثاني لابواق العدوان من مرتزقته بلد قادمون ياصنعاء من نهم الان بعد ا ,offensive
2019-02-24 19:20:56, الطريفي خطر العوده خطر لجين الهذلول خطر وهل المناصحه تم بالتحرش الجنسي يمكن كل شي جايز عند عيال العجايز,offensive
2019-02-27 06:12:07, ه ضحكتيني انتم ياحقات اسقاط الولايه افسد نوع بشريه علي الارض,offensive
2019-03-01 21:55:22,قطع شريان النسويات النسويات قحيب متجمعه,offensive
2019-02-27 16:03:09, اوف يالكذاب ايش ذا رجال الضالع من اعالي جبال رشاحه كتاف صعده مسقط راس عبدالملك الحوثي السوال لقبائل ,offensive
2019-03-01 21:53:37,واله ان خطر هذه الحركه والتي غرت بابنائنا مثل خطر الدواعش فنهيب بالمسؤولين مطارده فلولهم والحد من انتشار تلك ا ,offensive
2019-02-24 18:50:57, مزبرط الحكي لجين الهذلول وغيرها من الناشطات و الناشطين الي بطالبوا بحريه المراه قاعدين بتستجموا ح ,offensive
2019-01-31 23:01:24, محمد بن سلمان يهودي المعتقد يسعي جاهدا لادخال العاهرات علي اهل بلاد الحرمين وهناك دعاه علي ابواب جهنم ,offensive
2019-02-07 15:52:56, رجع حساب رهف يا كلب,offensive
2019-02-24 17:33:09, صحيح بس اضعف الايمان انها تنطم بدل ما تطبل و تكذب و في ابرياء في السجون مثل لجين الهذلول,offensive
2019-03-01 21:48:58,قذاره النسويات وتعديهم علي الشرع والدوله والانظمه الي متي وليه السكوت عنهم تدابي وتخطيط وقروبات واغلبهم غير سعوديا ,offensive
2019-01-31 22:40:41, قناه الجاسوس خاشقجي الخنزيره تبث مثل العربيه بل ازود قنواه اخونجيه لا يعترف ب اخبارها عربيا لان جواسيس ,offensive
2019-02-27 16:02:12,جماعه الحوثي تختطف امام وخطيب مسجد واكاديمي بذمار الوفاق نيوزذماراقتحمت عناصر مليشيا الحوثي الارهابيه المدعومه م ,offensive
2019-02-02 20:11:17, العيب ان قطر تدعم اشكالك من الدواعش,offensive
2019-02-24 14:46:44,لجين هذي شكلها عميله صهيونيه هي واخوها وكل الي معها شكل الموساد تدفع لهم ويجون ينبحون كم حرف بتويتر ويبثون سمومهم ,offensive
2019-02-27 04:09:35,ياكرهي لحقين اسقاط الولايه,offensive
2019-02-27 16:01:16, الحمدله بيتي حافظه رب العالمين وحكومتي لاتنظر لناس بمنظورك الخاص المهم انك تحفظ بيتك من الحوثي بو زار😉🇶🇦,offensive
2019-02-27 03:23:35, واضح مو يمنا ونباحكم بالقياده الي الان مستمر واضح مو يمنا وانتو يومياً تبون الهيئه ترجع واضح م ,offensive
2019-02-15 10:00:03, تركي ال الشيخ بيغسل اموال في مصر وهيخرب البلد,offensive
2019-02-14 13:04:57, سلمان العوده ارهابي ويستحق الاعدام,offensive
2019-02-02 20:11:13, شكله شافطن كل حليب الحمير عن قطر,offensive
2019-02-24 13:22:27, شيوخ ال سعود يردون ان النبي محمدص يقول لايفلح قوم ولوا امرهم امراه ماذا سيفصل اصحاب اكشاك الخياطه ,offensive
2019-02-07 15:49:19, يا ناس يبدو ان رهف تحولت لنصب عن طريق شركات نصبت علي الكثير الحذر الحذر الصادق في مثل هذا ,offensive
2019-01-31 22:11:28,المائه مليار التي استولت عليها السعوديه ستذهب مباشره الي حساب محمد بن سلمان هذه الحمله لم تكن ضد الفساد ولك ,offensive
2019-02-27 02:26:01,تزوج سعوديه ولا مغربيه هشتاق حاطه سعودي وتقولون ليش يطالبن بسقوط الولايه انتو شفتو كيف محصور تفكيرهم بالجنس فقط ,offensive
2019-02-24 13:00:27, السفيره يامتر ياحقوقي هي ابنه سفير اسبق وهو ابن عم المنشاريعني زيتهم في دقيقهم المراه السعوديه ,offensive
2019-03-01 21:44:12, لعنت اله عليك وعلي داود وعلي النسويات لعنت اله عليكم كلكم,offensive
2019-02-15 05:00:27, وانا برضو بضحك علي ابو ناصر تركي ال الشيخ ده ارجوز وزباله ابن زباله هو و سعود القحطاني,offensive
2019-02-14 12:44:53,اله م العن ال سع ود قتل ه العلم اء لعن ا كبي را ي اله رب اه غ ر الظلم ون حلم ك عليه م ف اله م سلط ع سل ,offensive
2019-02-07 15:36:39, بس اشكالكم ماتساعد مثلها افضلكم تسون مثل رهف القنون هي علي طختكم ه ,offensive
2019-02-15 02:48:43, تركي ال الشيخ مش بسكوته تركي ال الشيخ ابن شرموطه,offensive
2019-02-24 12:09:03,تعاطف الغرب المجرم مع لجين الهذلول وامثالها يدل علي وجود خل كبير في القصه هل يُعقل من قتل الملاين وموّل المجرمين ان يتعاطف مع امراه,offensive
2019-01-31 21:52:33, محمد بن سلمان يهودي المعتقد يسعي جاهدا لادخال العاهرات علي اهل بلاد الحرمين وهناك دعاه ع ,offensive
2019-02-03 20:26:58, اله المستعان هذا تمهيد لمهزله الترفيه كنت استغرب كيف الناس تبع المسيح الدجال وهم يعلمون انه دجال ,offensive
2019-03-01 21:38:34,النسويات عندهم عقده النقص من الرجال كل تفكيرهم ينم من حسد وحقد علي الرجال ماعمرهم شافوا ميزات جنسهم وصفاتهم الانو ,offensive
2019-02-14 11:20:22,سلمان العوده خائن ومرتزق,offensive
2019-02-02 20:10:56, المعز يمكن اتقي مني عند ربي ونعم به كان مقصدي عن دويله قطر الخائنه انها تجنس ناس و اذا كان علي انه سوداني ,offensive
2019-02-14 11:02:35,سلمان العوده اطالب حكومتنا الرشيده بتكليفي بضرب رقبه سلمان العوده بالسيف وذلك لما كان يكيد لبلد من مكايد وتعامله ,offensive
2019-02-14 10:51:59,مبس يصعد علي ظهر البيت ويجرم بحق من يدعو لعباده رب البيت كالشيخ سلمان العوده هل هذا انفصام شخصيهام انه نفاق ب ,offensive
